"case_id","domain","traffic_stratum","source_ref","source_trust_tier","model_revision","model_threshold","shadow_would_block","shadow_probability","human_label","label_confidence","evidence_type","reviewer_id","reviewed_at","evidence_refs","review_outcome","review_notes","critical_benign_stratum","deterministic_would_block","second_human_label","second_reviewer_id"
"replay-0065","vavada-lcab.top","weak_safe","data/safe-zone.db:block_reports/65","weak-safe","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","true","0.993936507","unknown","low","insufficient evidence","reviewer.vmc","2026-08-16T21:36:00+07:00","evidence/vavada-lcab.top.md","unresolved","Server returns 403 Forbidden; insufficient live content to verify Vavada casino mirror.","","false","",""
"replay-0066","verleihshop.de","weak_safe","data/whitelist/general/tranco_46ZYX.csv","weak-safe","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.561823235","benign","high","official source","reviewer.vmc","2026-08-20T16:55:00+07:00","evidence/verleihshop.de.md","true_negative","Official German online media rental and e-commerce store (Verleihshop).","trusted_brand","false","",""
"replay-0067","wecomdns.com","weak_safe","data/whitelist/general/tranco_46ZYX.csv","weak-safe","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.110797194","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T21:50:00+07:00","evidence/wecomdns.com.md","unresolved","Connection timed out (ERR_TIMED_OUT); server is down; insufficient live content.","","false","",""
"replay-0068","273-open-21-web-mail-12.weebly.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.995937621","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T21:51:00+07:00","evidence/273-open-21-web-mail-12.weebly.com.md","unresolved","Weebly 404 Page Not Found error page; phishing site taken down; insufficient live evidence.","","false","",""
"replay-0069","3472zke.top","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.988825271","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:27:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0070","4u8vsz517.ukit.me","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.805509991","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T21:53:00+07:00","evidence/4u8vsz517.ukit.me.md","unresolved","uKit expired trial lock page; no active hosted content; insufficient live evidence.","","false","",""
"replay-0071","absicherung-kontakt.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.723372682","malicious","high","live content review","reviewer.vmc","2026-08-21T16:28:00+07:00","evidence/scrape_log.jsonl","false_negative","Flagged as Dangerous Site by Google Safe Browsing; active credential phishing/malware threat.","","false","",""
"replay-0072","ahshyallegrolokalnie.pl-835347547.click","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.9994931","malicious","high","strong feed with current status","reviewer.vmc","2026-08-23T13:45:15+07:00","evidence/replay-0072/chrome-safe-browsing-warning-20260823.png","true_positive","Reviewer confirmed that Chrome displayed a red Dangerous site interstitial for the domain on 2026-08-23. Screenshot SHA-256: 3c7f33dd56077994ad9d660a359dfe459d6b5a0420eace5829199946d8142831.","","false","",""
"replay-0073","allegro-lokalnie.pl-9058712412.lol","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.999063256","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:30:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; phishing domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0074","allegro.pl-6969.sbs","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.99866012","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:32:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; phishing domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0075","allegrolokalnie.974325.lat","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.997660436","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:33:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; phishing domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0076","allegrolokalnie.pl-oferta019262910002726170.shop","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.996733188","malicious","high","live content review","reviewer.vmc","2026-08-21T16:34:00+07:00","evidence/scrape_log.jsonl","true_positive","Flagged as Dangerous Site by Google Safe Browsing; credential phishing imitating Allegro Lokalnie.","","false","",""
"replay-0077","bov-mt.firebaseapp.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.92006797","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:35:00+07:00","evidence/scrape_log.jsonl","unresolved","Redirects to dead target (up.line.pm) with NXDOMAIN; phishing infrastructure taken down; insufficient evidence.","","false","",""
"replay-0078","coinbasebackup.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.970122706","malicious","high","live content review","reviewer.vmc","2026-08-21T16:35:00+07:00","evidence/scrape_log.jsonl","true_positive","Flagged as Dangerous Site by Google Safe Browsing; crypto phishing scam targeting Coinbase.","","false","",""
"replay-0079","fr-pro-43cde.web.app","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.984603335","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T21:55:00+07:00","evidence/fr-pro-43cde.web.app.md","unresolved","Redirects to dead phishing domain with NXDOMAIN; insufficient live content.","","false","",""
"replay-0080","habitabilidades.us","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.878833719","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T21:59:00+07:00","evidence/habitabilidades.us.md","unresolved","Takedown notice (site was potentially malicious and is no longer online); insufficient live content.","","false","",""
"replay-0081","ione65.firebaseapp.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.969601977","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:05:00+07:00","evidence/ione65.firebaseapp.com.md","unresolved","Firebase app performs cloaking redirect to Google Search; insufficient live content.","","false","",""
"replay-0082","kidsorthopedic.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.842896809","benign","high","live content review","reviewer.vmc","2026-08-20T22:16:00+07:00","evidence/kidsorthopedic.com.md","true_negative","Legitimate pediatric orthopedic clinic website of Dr. Soumya Paik in Kolkata India.","","false","",""
"replay-0083","mcaavoli.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.816537959","malicious","high","live content review","reviewer.vmc","2026-08-20T22:20:00+07:00","evidence/mcaavoli.com.md","false_negative","Live page blocked by Google Safe Browsing red screen (Dangerous site).","","false","",""
"replay-0084","netflixpaymentportalsa.zite.so","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.959873921","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:22:00+07:00","evidence/netflixpaymentportalsa.zite.so.md","unresolved","Hosting suspension notice; phishing site taken down; insufficient live content.","","false","",""
"replay-0085","nj.gov-mcm.help","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.641725272","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:36:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; typosquatting domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0086","officepro-5f5b9.firebaseapp.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.991978734","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:25:00+07:00","evidence/officepro-5f5b9.firebaseapp.com.md","unresolved","Firebase app performs cloaking redirect to Google Search; insufficient live content.","","false","",""
"replay-0087","panfirstbank.weebly.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.997557437","malicious","high","live content review","reviewer.vmc","2026-08-20T22:27:00+07:00","evidence/panfirstbank.weebly.com.md","true_positive","Live page blocked by Google Safe Browsing red screen (Banking phishing).","","false","",""
"replay-0088","pub-63bb274402284d639775cb97e9f64288.r2.dev","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.985806339","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:28:00+07:00","evidence/pub-63bb274402284d639775cb97e9f64288.r2.dev.md","unresolved","Cloudflare R2 404 Object not found error page; insufficient live evidence.","","false","",""
"replay-0089","pub-772747faf2564dbdba172d7df1fd60bb.r2.dev","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.993126306","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:30:00+07:00","evidence/pub-772747faf2564dbdba172d7df1fd60bb.r2.dev.md","unresolved","Cloudflare R2 404 Object not found error page; insufficient live evidence.","","false","",""
"replay-0090","pub-892c2501da2d4112ad3e57b5bbf7c8e9.r2.dev","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.995639442","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:30:00+07:00","evidence/pub-892c2501da2d4112ad3e57b5bbf7c8e9.r2.dev.md","unresolved","Cloudflare R2 404 Object not found error page; insufficient live evidence.","","false","",""
"replay-0091","ssbfdq.blogspot.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.98925278","unknown","low","insufficient evidence","reviewer.vmc","2026-08-20T22:31:00+07:00","evidence/ssbfdq.blogspot.com.md","unresolved","Redirects to unconfigured SSL target with NET::ERR_CERT_COMMON_NAME_INVALID; insufficient live content.","","false","",""
"replay-0092","talktalk-101540.weeblysite.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.996403429","malicious","high","live content review","reviewer.vmc","2026-08-20T22:32:00+07:00","evidence/talktalk-101540.weeblysite.com.md","true_positive","Live page blocked by Google Safe Browsing red screen (TalkTalk phishing).","","false","",""
"replay-0093","tt-109187.weeblysite.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.998377591","malicious","high","live content review","reviewer.vmc","2026-08-20T22:34:00+07:00","evidence/tt-109187.weeblysite.com.md","true_positive","Fake scam e-commerce shop selling 0.50$ N95 masks with placeholder images on Square.","","false","",""
"replay-0094","upohold-logiinus.godaddysites.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.990901843","malicious","high","live content review","reviewer.vmc","2026-08-20T22:35:00+07:00","evidence/upohold-logiinus.godaddysites.com.md","true_positive","Typosquatting phishing targeting Uphold crypto wallet login with homoglyph title (Ûphold) on GoDaddy.","","false","",""
"replay-0095","us13.campaign-archive.com","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.330626658","benign","high","official source","reviewer.vmc","2026-08-20T22:36:00+07:00","evidence/us13.campaign-archive.com.md","true_negative","Official Mailchimp email campaign archive infrastructure redirecting to mailchimp.com.","shared_hosting","false","",""
"replay-0096","www.pcn-noticye.top","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.984814644","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:37:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; phishing domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0097","yvan.acces11506256.pro","strong_malicious","data/blacklist/general/verified_online.csv","strong-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.871053453","malicious","high","live content review","reviewer.vmc","2026-08-20T22:37:00+07:00","evidence/yvan.acces11506256.pro.md","true_positive","Live page blocked by Google Safe Browsing red screen (Phishing).","","false","",""
"replay-0098","500323.com","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.935988251","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:38:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0099","500326.com","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.92439594","malicious","high","live content review","reviewer.vmc","2026-08-21T16:38:00+07:00","evidence/scrape_log.jsonl","true_positive","Flagged as Dangerous Site by Google Safe Browsing; active phishing/malware threat.","","false","",""
"replay-0100","alebilet.pl-oferta753396.cfd","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.985963481","malicious","high","live content review","reviewer.vmc","2026-08-21T16:39:00+07:00","evidence/scrape_log.jsonl","true_positive","Flagged as Dangerous Site by Google Safe Browsing; phishing campaign spoofing AleBilet Poland.","","false","",""
"replay-0101","allegro.pl-oferta64457.click","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.999165294","malicious","high","live content review","reviewer.vmc","2026-08-21T08:46:00+07:00","evidence/allegro.pl-oferta64457.click.md","true_positive","Live page blocked by Google Safe Browsing red screen (Allegro phishing).","","false","",""
"replay-0102","allegrolokalnie.oferta-24785-pl.click","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.995083801","malicious","high","live content review","reviewer.vmc","2026-08-21T16:40:00+07:00","evidence/scrape_log.jsonl","true_positive","Flagged as Dangerous Site by Google Safe Browsing; phishing campaign spoofing Allegro Lokalnie.","","false","",""
"replay-0103","allegrolokalnie.oferta8500341pl.cfd","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.995281455","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:40:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; phishing domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0104","amigosdelasantacruz-commits.github.io","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.959849261","malicious","high","live content review","reviewer.vmc","2026-08-21T08:46:00+07:00","evidence/amigosdelasantacruz-commits.github.io.md","true_positive","Live page blocked by Google Safe Browsing red screen (GitHub Pages phishing).","","false","",""
"replay-0105","calcfort.lol","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.895161829","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:41:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0106","clearoakfield.eu","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.706636199","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:45:00+07:00","evidence/clearoakfield.eu.json","unresolved","Connection timed out (ERR_CONNECTION_TIMED_OUT); server is down; insufficient live content.","","false","",""
"replay-0107","crestpointwirex.com","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.836611746","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T08:50:00+07:00","evidence/crestpointwirex.com.md","unresolved","Cloudflare 525 SSL handshake failed; origin server unreachable; insufficient live evidence.","","false","",""
"replay-0108","gbeq.netlify.app","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.922028177","malicious","high","live content review","reviewer.vmc","2026-08-21T08:50:00+07:00","evidence/gbeq.netlify.app.md","true_positive","Live page blocked by Google Safe Browsing red screen (Netlify App phishing).","","false","",""
"replay-0109","jpya1r.webwave.dev","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.555005461","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T08:52:00+07:00","evidence/jpya1r.webwave.dev.md","unresolved","WebWave inactive site placeholder; no active hosted content; insufficient live evidence.","","false","",""
"replay-0110","makdev85.github.io","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.98725181","malicious","high","live content review","reviewer.vmc","2026-08-21T08:52:00+07:00","evidence/makdev85.github.io.md","true_positive","Live page blocked by Google Safe Browsing red screen (GitHub Pages phishing).","","false","",""
"replay-0111","manasesmachining.com","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.848373609","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:42:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain has expired and redirects to GoDaddy parking lander page; insufficient live content.","","false","",""
"replay-0112","netflix-clone-steel-three-83.vercel.app","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.991970418","malicious","high","live content review","reviewer.vmc","2026-08-21T08:53:00+07:00","evidence/netflix-clone-steel-three-83.vercel.app.md","true_positive","Live page blocked by Google Safe Browsing red screen (Netflix clone phishing).","","false","",""
"replay-0113","pl.spotify-original.com","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.426972217","malicious","high","live content review","reviewer.vmc","2026-08-21T08:54:00+07:00","evidence/pl.spotify-original.com.md","false_negative","Live page blocked by Cloudflare Suspected Phishing (Spotify impersonation).","","false","",""
"replay-0114","rocketflight.space","specialist_malicious","data/blacklist/general/phishing_army.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.891068908","unknown","low","insufficient evidence","reviewer.vmc","2026-08-21T16:43:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; phishing domain taken down or inactive; insufficient evidence.","","false","",""
"replay-0115","sp4ct-lavron-biz8-dorek-fesim.pages.dev","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.990659616","malicious","high","live content review","reviewer.vmc","2026-08-21T08:55:00+07:00","evidence/sp4ct-lavron-biz8-dorek-fesim.pages.dev.md","true_positive","Live page blocked by Google Safe Browsing red screen (Cloudflare Pages phishing).","","false","",""
"replay-0116","telmora-gld-belxeta-r1x6dp42.pages.dev","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.992529042","malicious","high","live content review","reviewer.vmc","2026-08-21T08:56:00+07:00","evidence/telmora-gld-belxeta-r1x6dp42.pages.dev.md","true_positive","Live page blocked by security filter (Suspected Malware).","","false","",""
"replay-0117","www.roblox.com.kz","specialist_malicious","data/blacklist/general/openphish.txt","specialist-community-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.800791053","benign","high","official source","reviewer.vmc","2026-08-21T08:59:00+07:00","evidence/www.roblox.com.kz.md","true_negative","Official Roblox regional domain redirecting to roblox.com.","trusted_brand","false","",""
"replay-0118","108addf0811012.beer","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.990654742","unknown","low","insufficient evidence","reviewer.vmc","2026-08-19T21:44:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; insufficient evidence to evaluate.","","false","",""
"replay-0119","1xbet-xoso.com","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.800884662","malicious","high","live content review","reviewer.vmc","2026-08-21T16:46:00+07:00","evidence/1xbet-xoso.com.json","false_negative","Live portal site promoting illegal 1XBet online casino gambling lottery and betting services in Vietnam.","","false","",""
"replay-0120","4466ff6.com","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.936032102","unknown","low","insufficient evidence","reviewer.vmc","2026-08-16T21:57:00+07:00","evidence/4466ff6.com.md","unresolved","Site returns Chinese geo-block notice '禁止该地区访问'; insufficient live content to evaluate.","","false","",""
"replay-0121","74432.cfd","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.902152288","unknown","low","insufficient evidence","reviewer.vmc","2026-08-17T16:51:00+07:00","evidence/74432.cfd.md","unresolved","Cloudflare WAF block page (Sorry you have been blocked); backend content inaccessible; insufficient live evidence.","","false","",""
"replay-0122","auth-capthcabot.cc","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.92005647","malicious","high","live content review","reviewer.vmc","2026-08-17T16:54:00+07:00","evidence/auth-capthcabot.cc.md","true_positive","Live page displays Cloudflare 'Suspected Phishing' warning; Discord Captcha bot phishing.","","false","",""
"replay-0123","axygames.com","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","FALSE","0.379730392","malicious","high","live content review","reviewer.vmc","2026-08-21T16:47:00+07:00","evidence/axygames.com.md","false_negative","Live transit gateway page redirecting to Kaiyuan (开元) illegal online gambling and casino network.","","false","",""
"replay-0124","ay50.info","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.968963854","unknown","low","insufficient evidence","reviewer.vmc","2026-08-17T16:56:00+07:00","evidence/ay50.info.md","unresolved","Default aaPanel 'Site not found' (没有找到站点) placeholder page; no live content.","","false","",""
"replay-0125","dfrxc.shop","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.980806581","unknown","low","insufficient evidence","reviewer.vmc","2026-08-18T15:37:00+07:00","evidence/dfrxc.shop.md","unresolved","Cloudflare Error 1000 (DNS points to prohibited IP); no live content.","","false","",""
"replay-0126","digitxenotrix-pluradexia.shop","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.992866604","malicious","high","live content review","reviewer.vmc","2026-08-19T21:45:00+07:00","evidence/scrape_log.jsonl","true_positive","Live page blocked by Google Safe Browsing red screen (Dangerous site warning).","","false","",""
"replay-0127","emptyspacestudio.com","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.92120573","unknown","low","insufficient evidence","reviewer.vmc","2026-08-19T21:47:00+07:00","evidence/scrape_log.jsonl","unresolved","Domain resolution failed with NXDOMAIN; insufficient evidence to evaluate.","","false","",""
"replay-0128","fittinglayer.xyz","context_only","data/blacklist/general/hagezi_tif.txt","weak-malicious","4632f9ea69124591db89dfb176aacf46323c18043c7b8c8d0972c3b2f92c3bca","0.85","TRUE","0.993523598","unknown","high","live content review","reviewer.vmc","2026-08-18T15:39:00+07:00","evidence/fittinglayer.xyz.md","unresolved","Domain is parked and for sale on GoDaddy; no active content hosted.","","false","",""
